well,fluor,target,content,sample,date,biological_set_name,cq,cq_mean,cq_std._dev,starting_quantity_(sq),log_starting_quantity,sq_mean,sq_std._dev,set_point,well_note,file_name,run,id,dilution,location,type,frequency
b06,cal orange 560,iac,unkn,m1,NA,16s rrna,31.3788987290798,31.3788987290798,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,c_a_1,2,m1,NA,NA
c06,cal orange 560,iac,unkn,m1,NA,16s rrna,32.8851901279475,32.8851901279475,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,ac_a_1,2,m1,NA,NA
h12,cal orange 560,iac,ntc,NA,NA,16s rrna,34.0345508139607,34.0345508139607,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,NA,NA,1,NA,NA,NA
a01,fam,total_cyano,pos ctrl,NA,NA,16s rrna,22.0982388334236,22.0982388334236,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,NA,NA,1,NA,NA,NA
a06,fam,total_cyano,unkn,m1,NA,16s rrna,22.0094555507511,22.0094555507511,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,s_a_1,2,m1,NA,NA
b06,fam,total_cyano,unkn,m1,NA,16s rrna,24.511604215004,24.511604215004,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,c_a_1,2,m1,NA,NA
c06,fam,total_cyano,unkn,m1,NA,16s rrna,22.1766672131986,22.1766672131986,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,ac_a_1,2,m1,NA,NA
h12,fam,total_cyano,ntc,NA,NA,16s rrna,NA,0,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,NA,NA,1,NA,NA,NA
a01,cal orange 560,iac,pos ctrl,NA,NA,16s rrna,34.5310938624604,34.5310938624604,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,NA,NA,1,NA,NA,NA
a05,cal orange 560,iac,unkn,m1,NA,16s rrna,31.6583366437918,31.6583366437918,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,s_a_2,2,m1,NA,NA
a06,cal orange 560,iac,unkn,m1,NA,16s rrna,31.556536069882,31.556536069882,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,s_a_3,2,m1,NA,NA
a08,cal orange 560,iac,unkn,m2,NA,16s rrna,31.2308984147659,31.2308984147659,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,c,s_c_1,2,m2,NA,NA
b05,cal orange 560,iac,unkn,m1,NA,16s rrna,31.8379214607445,31.8379214607445,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,c_a_2,2,m1,NA,NA
b06,cal orange 560,iac,unkn,m1,NA,16s rrna,32.0644693226564,32.0644693226564,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,c_a_3,2,m1,NA,NA
c05,cal orange 560,iac,unkn,m1,NA,16s rrna,33.6747146593414,33.6747146593414,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,ac_a_2,2,m1,NA,NA
c06,cal orange 560,iac,unkn,m1,NA,16s rrna,33.8624676814069,33.8624676814069,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,ac_a_3,2,m1,NA,NA
d05,cal orange 560,iac,unkn,m1,NA,16s rrna,33.4373477710703,33.4373477710703,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,cn_a_1,2,m1,NA,NA
d06,cal orange 560,iac,unkn,m1,NA,16s rrna,33.845316553438,33.845316553438,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,cn_a_2,2,m1,NA,NA
d07,cal orange 560,iac,unkn,m1,NA,16s rrna,33.7321914374448,33.7321914374448,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,cn_a_3,2,m1,NA,NA
e05,cal orange 560,iac,unkn,m1,NA,16s rrna,31.6720275880526,31.6720275880526,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,g_a_1,2,m1,NA,NA
e06,cal orange 560,iac,unkn,m1,NA,16s rrna,31.531127528234,31.531127528234,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,g_a_2,2,m1,NA,NA
e07,cal orange 560,iac,unkn,m1,NA,16s rrna,31.7278407469382,31.7278407469382,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,g_a_3,2,m1,NA,NA
f05,cal orange 560,iac,unkn,m2,NA,16s rrna,32.5980807894113,32.5980807894113,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,s_b_1,2,m2,NA,NA
f06,cal orange 560,iac,unkn,m2,NA,16s rrna,32.4475169594457,32.4475169594457,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,s_b_2,2,m2,NA,NA
f07,cal orange 560,iac,unkn,m2,NA,16s rrna,32.5576112650286,32.5576112650286,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,s_b_3,2,m2,NA,NA
g05,cal orange 560,iac,unkn,m2,NA,16s rrna,32.6386884984793,32.6386884984793,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,c_b_1,2,m2,NA,NA
g06,cal orange 560,iac,unkn,m2,NA,16s rrna,32.7016240408807,32.7016240408807,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,c_b_2,2,m2,NA,NA
g07,cal orange 560,iac,unkn,m2,NA,16s rrna,32.5473524266799,32.5473524266799,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,c_b_3,2,m2,NA,NA
h05,cal orange 560,iac,unkn,m2,NA,16s rrna,33.7102859933012,33.7102859933012,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,ac_b_1,2,m2,NA,NA
h06,cal orange 560,iac,unkn,m2,NA,16s rrna,34.1464454912061,34.1464454912061,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,ac_b_2,2,m2,NA,NA
h07,cal orange 560,iac,unkn,m2,NA,16s rrna,33.7216973386015,33.7216973386015,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,ac_b_3,2,m2,NA,NA
h12,cal orange 560,iac,ntc,NA,NA,16s rrna,34.8126365829779,34.8126365829779,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,NA,NA,1,NA,NA,NA
a01,fam,total_cyano,pos ctrl,NA,NA,16s rrna,23.0186899558703,23.0186899558703,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,NA,NA,1,NA,NA,NA
a05,fam,total_cyano,unkn,m1,NA,16s rrna,24.1551687840875,24.1551687840875,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,s_a_2,2,m1,NA,NA
a06,fam,total_cyano,unkn,m1,NA,16s rrna,24.1370833386491,24.1370833386491,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,s_a_3,2,m1,NA,NA
a08,fam,total_cyano,unkn,m2,NA,16s rrna,22.8611492692399,22.8611492692399,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,c,s_c_1,2,m2,NA,NA
b05,fam,total_cyano,unkn,m1,NA,16s rrna,27.6439787711714,27.6439787711714,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,c_a_2,2,m1,NA,NA
b06,fam,total_cyano,unkn,m1,NA,16s rrna,27.6344107388682,27.6344107388682,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,c_a_3,2,m1,NA,NA
c05,fam,total_cyano,unkn,m1,NA,16s rrna,23.0565537391984,23.0565537391984,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,ac_a_2,2,m1,NA,NA
c06,fam,total_cyano,unkn,m1,NA,16s rrna,23.0943066967079,23.0943066967079,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,ac_a_3,2,m1,NA,NA
d05,fam,total_cyano,unkn,m1,NA,16s rrna,21.7537458774563,21.7537458774563,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,cn_a_1,2,m1,NA,NA
d06,fam,total_cyano,unkn,m1,NA,16s rrna,21.835040763607,21.835040763607,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,cn_a_2,2,m1,NA,NA
d07,fam,total_cyano,unkn,m1,NA,16s rrna,21.9047790968062,21.9047790968062,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,cn_a_3,2,m1,NA,NA
e05,fam,total_cyano,unkn,m1,NA,16s rrna,28.466497393047,28.466497393047,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,g_a_1,2,m1,NA,NA
e06,fam,total_cyano,unkn,m1,NA,16s rrna,28.8201922003061,28.8201922003061,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,g_a_2,2,m1,NA,NA
e07,fam,total_cyano,unkn,m1,NA,16s rrna,28.4804289555479,28.4804289555479,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,a,g_a_3,2,m1,NA,NA
f05,fam,total_cyano,unkn,m2,NA,16s rrna,19.1200492084687,19.1200492084687,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,s_b_1,2,m2,NA,NA
f06,fam,total_cyano,unkn,m2,NA,16s rrna,19.0976183859884,19.0976183859884,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,s_b_2,2,m2,NA,NA
f07,fam,total_cyano,unkn,m2,NA,16s rrna,19.1125369259142,19.1125369259142,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,s_b_3,2,m2,NA,NA
g05,fam,total_cyano,unkn,m2,NA,16s rrna,24.775253685414,24.775253685414,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,c_b_1,2,m2,NA,NA
g06,fam,total_cyano,unkn,m2,NA,16s rrna,24.7534135098378,24.7534135098378,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,c_b_2,2,m2,NA,NA
g07,fam,total_cyano,unkn,m2,NA,16s rrna,24.7000874680204,24.7000874680204,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,c_b_3,2,m2,NA,NA
h05,fam,total_cyano,unkn,m2,NA,16s rrna,20.5565698033861,20.5565698033861,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,ac_b_1,2,m2,NA,NA
h06,fam,total_cyano,unkn,m2,NA,16s rrna,20.5867733973042,20.5867733973042,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,ac_b_2,2,m2,NA,NA
h07,fam,total_cyano,unkn,m2,NA,16s rrna,20.4879625871867,20.4879625871867,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,b,ac_b_3,2,m2,NA,NA
h12,fam,total_cyano,ntc,NA,NA,16s rrna,NA,0,0,NA,NA,NA,NA,NA,NA,cyanodtec_16s_fl_monc_adsorption_results,NA,NA,1,NA,NA,NA
a01,cal orange 560,iac,pos ctrl,NA,NA,16s rrna,33.2857758664794,33.2857758664794,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,NA,NA,1,NA,NA,NA
a05,cal orange 560,iac,unkn,m2,NA,16s rrna,32.2301590238117,32.2301590238117,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,b,cn_b_1,2,m2,NA,NA
a06,cal orange 560,iac,unkn,m2,NA,16s rrna,32.1918039336462,32.1918039336462,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,b,cn_b_2,2,m2,NA,NA
a07,cal orange 560,iac,unkn,m2,NA,16s rrna,32.1696359096643,32.1696359096643,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,b,cn_b_3,2,m2,NA,NA
b05,cal orange 560,iac,unkn,m2,NA,16s rrna,29.6124568054737,29.6124568054737,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,b,g_b_1,2,m2,NA,NA
b06,cal orange 560,iac,unkn,m2,NA,16s rrna,29.8461641850612,29.8461641850612,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,b,g_b_2,2,m2,NA,NA
b07,cal orange 560,iac,unkn,m2,NA,16s rrna,29.7222431683505,29.7222431683505,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,b,g_b_3,2,m2,NA,NA
c05,cal orange 560,iac,unkn,m1,NA,16s rrna,29.9533561697218,29.9533561697218,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,s_c_2,2,m1,NA,NA
d05,cal orange 560,iac,unkn,m1,NA,16s rrna,30.203147737692,30.203147737692,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,c_c_1,2,m1,NA,NA
d06,cal orange 560,iac,unkn,m1,NA,16s rrna,30.3676864118475,30.3676864118475,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,cn_c_1,2,m1,NA,NA
d07,cal orange 560,iac,unkn,m1,NA,16s rrna,30.4524985963362,30.4524985963362,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,cn_c_2,2,m1,NA,NA
e05,cal orange 560,iac,unkn,m1,NA,16s rrna,30.4019952369774,30.4019952369774,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,cn_c_3,2,m1,NA,NA
e06,cal orange 560,iac,unkn,m1,NA,16s rrna,30.1756362792733,30.1756362792733,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,c_c_2,2,m1,NA,NA
e07,cal orange 560,iac,unkn,m1,NA,16s rrna,29.9799743496504,29.9799743496504,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,c_c_3,2,m1,NA,NA
f05,cal orange 560,iac,unkn,m1,NA,16s rrna,31.210800965044,31.210800965044,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,ac_c_1,2,m1,NA,NA
f06,cal orange 560,iac,unkn,m1,NA,16s rrna,31.4676644148864,31.4676644148864,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,ac_c_2,2,m1,NA,NA
f07,cal orange 560,iac,unkn,m1,NA,16s rrna,31.4139600499705,31.4139600499705,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,ac_c_3,2,m1,NA,NA
g05,cal orange 560,iac,unkn,m1,NA,16s rrna,29.4693093373046,29.4693093373046,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,g_c_1,2,m1,NA,NA
g06,cal orange 560,iac,unkn,m1,NA,16s rrna,29.564158888641,29.564158888641,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,g_c_2,2,m1,NA,NA
g07,cal orange 560,iac,unkn,m1,NA,16s rrna,29.5120937899615,29.5120937899615,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,g_c_3,2,m1,NA,NA
h05,cal orange 560,iac,unkn,m2,NA,16s rrna,29.6804204460368,29.6804204460368,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,d,s_d_1,2,m2,NA,NA
h06,cal orange 560,iac,unkn,m2,NA,16s rrna,29.8837867055816,29.8837867055816,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,d,s_d_2,2,m2,NA,NA
h07,cal orange 560,iac,unkn,m2,NA,16s rrna,29.7057361240363,29.7057361240363,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,d,s_d_3,2,m2,NA,NA
h12,cal orange 560,iac,ntc,NA,NA,16s rrna,34.0616111927391,34.0616111927391,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,NA,NA,1,NA,NA,NA
a01,fam,total_cyano,pos ctrl,NA,NA,16s rrna,21.8613026492494,21.8613026492494,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,NA,NA,1,NA,NA,NA
a05,fam,total_cyano,unkn,m2,NA,16s rrna,22.3575020139069,22.3575020139069,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,b,cn_b_1,2,m2,NA,NA
a06,fam,total_cyano,unkn,m2,NA,16s rrna,22.4664930655655,22.4664930655655,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,b,cn_b_2,2,m2,NA,NA
a07,fam,total_cyano,unkn,m2,NA,16s rrna,22.3565209097103,22.3565209097103,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,b,cn_b_3,2,m2,NA,NA
b05,fam,total_cyano,unkn,m2,NA,16s rrna,24.2223228769686,24.2223228769686,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,b,g_b_1,2,m2,NA,NA
b06,fam,total_cyano,unkn,m2,NA,16s rrna,24.209256531759,24.209256531759,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,b,g_b_2,2,m2,NA,NA
b07,fam,total_cyano,unkn,m2,NA,16s rrna,24.1942929246628,24.1942929246628,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,b,g_b_3,2,m2,NA,NA
c05,fam,total_cyano,unkn,m1,NA,16s rrna,22.5226502383536,22.5226502383536,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,s_c_2,2,m1,NA,NA
d05,fam,total_cyano,unkn,m1,NA,16s rrna,19.9271109098596,19.9271109098596,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,c_c_1,2,m1,NA,NA
d06,fam,total_cyano,unkn,m1,NA,16s rrna,18.2990043491617,18.2990043491617,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,cn_c_1,2,m1,NA,NA
d07,fam,total_cyano,unkn,m1,NA,16s rrna,18.3614631406758,18.3614631406758,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,cn_c_2,2,m1,NA,NA
e05,fam,total_cyano,unkn,m1,NA,16s rrna,18.3566606703462,18.3566606703462,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,cn_c_3,2,m1,NA,NA
e06,fam,total_cyano,unkn,m1,NA,16s rrna,20.0372850328225,20.0372850328225,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,c_c_2,2,m1,NA,NA
e07,fam,total_cyano,unkn,m1,NA,16s rrna,19.8713372080569,19.8713372080569,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,c_c_3,2,m1,NA,NA
f05,fam,total_cyano,unkn,m1,NA,16s rrna,19.1441543664652,19.1441543664652,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,ac_c_1,2,m1,NA,NA
f06,fam,total_cyano,unkn,m1,NA,16s rrna,19.0437063408587,19.0437063408587,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,ac_c_2,2,m1,NA,NA
f07,fam,total_cyano,unkn,m1,NA,16s rrna,19.1165474443775,19.1165474443775,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,ac_c_3,2,m1,NA,NA
g05,fam,total_cyano,unkn,m1,NA,16s rrna,19.6358193713088,19.6358193713088,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,g_c_1,2,m1,NA,NA
g06,fam,total_cyano,unkn,m1,NA,16s rrna,19.5915060486983,19.5915060486983,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,g_c_2,2,m1,NA,NA
g07,fam,total_cyano,unkn,m1,NA,16s rrna,19.5698948474679,19.5698948474679,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,c,g_c_3,2,m1,NA,NA
h05,fam,total_cyano,unkn,m2,NA,16s rrna,20.5081458079491,20.5081458079491,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,d,s_d_1,2,m2,NA,NA
h06,fam,total_cyano,unkn,m2,NA,16s rrna,20.55585481094,20.55585481094,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,d,s_d_2,2,m2,NA,NA
h07,fam,total_cyano,unkn,m2,NA,16s rrna,20.5678830796765,20.5678830796765,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,d,s_d_3,2,m2,NA,NA
h12,fam,total_cyano,ntc,NA,NA,16s rrna,NA,0,0,NA,NA,0,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,NA,NA,1,NA,NA,NA
a01,cal orange 560,iac,pos ctrl,NA,NA,16s rrna,32.928705514875,32.928705514875,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,NA,NA,1,NA,NA,NA
a05,cal orange 560,iac,unkn,m2,NA,16s rrna,29.4960881155297,29.4960881155297,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,d,c_d_1,2,m2,NA,NA
a06,cal orange 560,iac,unkn,m2,NA,16s rrna,29.5407213317989,29.5407213317989,0,NA,NA,NA,0,60,NA,cyanodtec_16s_fl_monc_adsorption_results,d,c_d_2,2,m2,NA,NA
