well,fluor,target,content,sample,date,biological_set_name,cq,cq_mean,cq_std._dev,starting_quantity_(sq),log_starting_quantity,sq_mean,sq_std._dev,set_point,well_note,file_name,run,id,dilution,location,type,frequency
b11,fam,mcye_ndaf,std-07,NA,NA,toxins,22.454641721468,22.4799686742991,0.0358177201872436,20000,4.30102999566398,20000,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
b12,fam,mcye_ndaf,std-07,NA,NA,toxins,22.5052956271301,22.4799686742991,0.0358177201872436,20000,4.30102999566398,20000,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
c01,fam,total_cyano,std-03,NA,NA,16s rrna,25.3652614983651,25.3654792839152,3.07995278721624e-4,2000,3.30102999566398,2000,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
c02,fam,total_cyano,std-03,NA,NA,16s rrna,25.3656970694654,25.3654792839152,3.07995278721624e-4,2000,3.30102999566398,2000,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
c11,fam,mcye_ndaf,std-08,NA,NA,toxins,25.9425573420194,25.9753113960786,0.0463212274731926,2000,3.30102999566398,2000,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
c12,fam,mcye_ndaf,std-08,NA,NA,toxins,26.0080654501378,25.9753113960786,0.0463212274731926,2000,3.30102999566398,2000,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
d01,fam,total_cyano,std-04,NA,NA,16s rrna,29.0468117683355,28.9257096838076,0.171264210370994,200,2.30102999566398,200,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
d02,fam,total_cyano,std-04,NA,NA,16s rrna,28.8046075992797,28.9257096838076,0.171264210370994,200,2.30102999566398,200,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
d11,fam,mcye_ndaf,std-09,NA,NA,toxins,29.2532454939738,29.2701013605418,0.0238377951059328,200,2.30102999566398,200,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
d12,fam,mcye_ndaf,std-09,NA,NA,toxins,29.2869572271097,29.2701013605418,0.0238377951059328,200,2.30102999566398,200,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
e01,fam,total_cyano,std-05,NA,NA,16s rrna,32.5229160770944,32.4076471490039,0.163014881425815,20,1.30102999566398,20,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
e02,fam,total_cyano,std-05,NA,NA,16s rrna,32.2923782209134,32.4076471490039,0.163014881425815,20,1.30102999566398,20,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
e11,fam,mcye_ndaf,std-10,NA,NA,toxins,32.5765657637199,32.6196294368507,0.0609012305872132,20,1.30102999566398,20,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
e12,fam,mcye_ndaf,std-10,NA,NA,toxins,32.6626931099815,32.6196294368507,0.0609012305872132,20,1.30102999566398,20,0,60,NA,cyanodtec_stdcurves_wlsample_110821_ts_results,NA,NA,NA,NA,NA,NA
